Manufacturer,Title (AKA -combo_field),sku (AKA - Model Name),list_price,sale_price,Product Alert (currently called Short Description),Product Description,features,specifications,What's in the box,call_for_sale_quote,manufacturer_id,manufacturer model id,Product number 2014
G-Tech,G-Tech 0G02055 G-SPEED eS RAID,0G02055,,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Capacity<BR>12 TB<BR>Interface<BR>1x 3Gbit, eSATA<BR>Disk<BR>Drive Speed - 7200RPM<BR>Cache - Up to 64MB per drive<BR>Compatibility<BR>Mac OS&reg; 10.6 +; Windows&reg; 8, 7 and Vista&reg;<BR>Size (L x W x H)<BR></SPAN>","<SPAN STYLE= """" >G-SPEED eS RAID solution<BR>(4) Removable Disk Modules<BR>Universal AC Power Supply<BR>1 x eSATA Cable<BR>OPTIONAL 4-Port eSATA PCIe adapter with RAID Engine<BR>3-year limited warranty</SPAN>",1,269,GTC-0G02055
G-Tech,"G-Tech 0G02492 G-RAID USB 3.0 (Gen 5)Dual-Drive, RAID 0 8000GB",0G02492,,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >G-RAID dual-drive storage system<BR>Universal AC Power Supply<BR>(1) USB cable (3.0; backwards compatible with USB 2.0)<BR>(1) FireWire&reg; cable (FW 800)<BR>Quick Start Guide <BR>3-year limited warranty</SPAN>",1,269,GTC-0G02492
G-Tech,G-Tech 0G03124 G-DRIVE with Thunderbolt Professional Hard Drive 3000GB,0G03124,,,,"A high performance storage solution featuring ultra-fast Thunderbolt and USB 3.0interfaces in an all aluminum enclosure. G-DRIVE with Thunderbolt is perfect forstorage-intensive applications like audio/video editing, digital photography anddata backup.",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Capacity<BR>3TB<BR>Interface<BR>1x Thunderbolt<BR>USB 3.0<BR>Disk<BR>Drive Speed - 7200RPM<BR>Compatibility<BR>Mac OS&reg; 10.7 +; Windows&reg; </SPAN>","<SPAN STYLE= """" >G-DRIVE with Thunderbolt External Hard Drive<BR>Universal AC Power Supply<BR>(1) Thunderbolt cable<BR>(1) USB Cable (USB 3.0/2.0)<BR>Quick Start Guide</SPAN>",1,269,GTC-0G03124
"Avid Technology, Inc.",Avid 9935-65686-05 Media Composer | Software,9935-65686-05,1299,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Native Support for 2K, 4K, Ultra HD, and Higher<BR>Edit 4K+ Footage Immediately in HD<BR>Background Rendering and Transcoding<BR>Supports LUTs and CDLs for RAW Work Flows<BR>Deliver in Broadcast AS-11 MXF Files</SPAN>",###############################################################################################################################################################################################################################################################,,1,25,AVID-9935-65686-05
"Avid Technology, Inc.",Avid 9935-65752-00 Media Composer | Software Subscription (Annual),9935-65752-00,599.88,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Native Support for 2K, 4K, Ultra HD, and Higher<BR>Edit 4K+ Footage Immediately in HD<BR>Background Rendering and Transcoding<BR>Supports LUTs and CDLs for RAW Work Flows<BR>Deliver in Broadcast AS-11 MXF Files</SPAN>",###############################################################################################################################################################################################################################################################,,1,25,AVID-9935-65752-00
"Avid Technology, Inc.","Avid 9900-65172-00 MC Color, Artist Series",9900-65172-00,1666.95,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Artist Color controller<BR>Artist Series DVD-ROM (includes software and electronic user guides)<BR>Ethernet crossover cable cable<BR>Rise brackets (2)<BR>Universal AC power adapter<BR>Quick setup guide<BR>Registration card</SPAN>",1,25,AVID-9900-65172-00
"Aja Video Systems, Inc.",AJA T-TAP 10-bit HD/SD SDI + HDMI output w/ embed. audio,T-TAP,,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Thunderbolt Connection <BR>10-bit SD, HD and 2K Output <BR>HDMI Output to 3D HDMI Monitors<BR>HD/SD SDI and HDMI outputs<BR>24-Bit 8-Channel Embedded Audio</SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >AJA T-TAP</SPAN>",1,2,AJA-T-TAP
"Aja Video Systems, Inc.",AJA FS2 Dual Channel Universal 3G/HD/SD Audio/Video Frame Sync/Converter,FS2,4995,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >AJA FS2 Dual Channel Frame Synchronizer and Converter</SPAN>",1,2,AJA-FS2
"BlackMagic Design",BlackMagic Design BMD-HDL-SMTVDUO SmartView Duo,,495,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >SmartView Duo<BR>Power Supply<BR>Software CD</SPAN>",1,83,BMD-BMD-HDL-SMTVDUO
"BlackMagic Design",BlackMagic Design BMD-BDLKULSDEXPRESS UltraStudio Express,BMD-BDLKULSDEXPRESS,495,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Real-Time Up / Down / Cross Conversion<BR>Powered by Thunderbolt Cable<BR>SD/HD SDI Input and Output<BR>HDMI Monitoring<BR>Made of Machined Aluminum<BR>Component / Composite / S-Video<BR></SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >UltraStudio Express<BR>Software CD<BR>Professional breakout cable for analog and RS-422.<BR>Consumer breakout cable for analog component and RCA audio.</SPAN>",1,83,BMD-BMD-BDLKULSDEXPRESS
"BlackMagic Design",BlackMagic Design BMD-BDLKHDEXTR4K DeckLink 4K Extreme,BMD-BDLKHDEXTR4K,995,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Up/Down/Cross Conversion<BR>Ultra HD 4K capture<BR>Dual Link 6G-SDI<BR>SD/HD Internal Keyer<BR></SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >DeckLink 4K Extreme<BR>Software SD Card<BR>Breakout cable for analog and RS-422 control.<BR>HDMI bracket</SPAN>",1,83,BMD-BMD-BDLKHDEXTR4K
"BlackMagic Design",BlackMagic Design BMD-SWATEMPSW1ME4K ATEM 1 M/E Production Studio 4K,BMD-SWATEMPSW1ME4K,2495,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= ""font-family: 'Times';font-size: 12px;color: #323232;"" >ATEM 1 M/E Production Studio 4K<BR>Software CD</SPAN>",1,83,BMD-BMD-SWATEMPSW1ME4K
"BlackMagic Design",BlackMagic Design  BMD-VHUBUV/72CH Universal Videohub 72,BMD-VHUBUV/72CH,2995,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Fully Scalable<BR>72 x 72 Deck Control<BR>Up to 18 Interface Cards<BR>Removable Fan Tray &amp; Fans</SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Universal Videohub 72</SPAN>",1,83,BMD-BMD-VHUBUV/72CH
Sony Electronics Inc,Sony PVMX300 30-inch 4K TRIMASTER LCD professional monitor,PVMX300,21500,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,,1,1,SON-PVMX300
Sony Electronics Inc,Sony PXWX180 XDCAM XAVC HD422 Hand-Held Camcorder,PXWX180,5049,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,1,1,SON-PXWX180
Sony Electronics Inc,Sony PXWX200 XDCAM XAVC HD422 hand-held camcorder,PXWX200,7790,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,1,1,SON-PXWX200
Sony Electronics Inc,Sony PXWX70 XDCAM XAVC HD422 hand-held camcorder,PXWX70,2249,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,1,1,SON-PXWX70
Sony Electronics Inc,Sony PXWFS7K 4K XDCAM Super 35mm Cam with Lens,PXWFS7K,12599,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,1,1,SON-PXWFS7K
Sony Electronics Inc,Sony PXWFS7 4K XDCAM Super 35mm Cam w/o Lens,PXWFS7,9599,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,1,1,SON-PXWFS7
Sony Electronics Inc,Sony ILCE7S/B a7S Full Frame Mirrorless Camera,ILCE7S/B,2499.99,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,1,1,SON-ILCE7S/B
Canon USA,Canon 0202C002 EOS C100 Mark II,0202C002,6999,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,1,29,CA-0202C002
"BlackMagic Design",BlackMagic Design BMD-HDL-SMTWSCOPEDUO4K SmartScope Duo 4K,BMD-HDL-SMTWSCOPEDUO4K,995,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Supports SD/HD/3G/6G-SDI<BR>Integrated Tally for Live Broadcasts<BR>Independent Waveform Monitoring<BR>Central Ethernet Control<BR>8-Bit Color &amp; 4:2:2 / 4:4:4 Sampling<BR>8&rdquo; LCD Screen</SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >SmartScope Duo 4K<BR>Power Supply<BR>Software CD</SPAN>",1,83,BMD-BMD-HDL-SMTWSCOPEDUO4K
"BlackMagic Design",BlackMagic Design BMD-DV/RESSOFT DaVinci Resolve Software 12,BMD-DV/RESSOFT,995,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,,1,83,BMD-BMD-DV/RESSOFT
"BlackMagic Design",BlackMagic Design BMD-BDLKULSR4K/2 UltraStudio 4K 2,,995,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >4:2:2 and 4:4:4 Video Sampling <BR>HD Up/Down/Cross Conversions <BR>Thunderbolt Connections<BR>1080p RGB 4:4:4 by Single-Link 3G-SDI<BR>1080p 4:2:2 by Single-Link HD-SDI<BR>1080p 4:4:4 by Dual-Link HD-SDI</SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >UltraStudio 4K<BR>Software SD Card</SPAN>",1,83,BMD-BMD-BDLKULSR4K/2
"FUJIFILM Optical Devices U.S.A., Inc.",FUJIFILM ZK2.5x14 PL 14-35 Cabrio Lens,ZK2.5x14,42000,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >With Detachable Digital Drive Unit<BR>Flange Focal Distance Adjustment<BR>LDS &amp; /i Compatible<BR>Lens Hood Optional - Accepts M114 Filter<BR></SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Fujinon ZK2.5x14 14-35mm T2.9 Cabrio PL Lens <BR>Protection Filter<BR>Limited 2-Year Warranty on Parts and Labor</SPAN>",1,31,FN-ZK2.5x14
"FUJIFILM Optical Devices U.S.A., Inc.",FUJIFILM  MS-11 Semi Servo Zoom/Focus Control Kit,MS-11,3260,,,"The Fujifilm MS-11 Semi Servo Zoom/Focus Control Kit contains ERD-20A-A02 or ERD-T22 Zoom Deman, the CFH-11 Manual Focus Handle, the FMM-6B Manual Focus Module, the CFC-990 Flexible Cable, and 2 x MCA-7 Mounting Clamps.",,,"<SPAN STYLE= """" >Fujifilm MS-11 Semi Servo Zoom/Focus Control Kit<BR>ERD-20A-A02 or ERD-T22 Zoom Demand<BR>CFH-11 Manual Focus Handle<BR>FMM-6B Manual Focus Module<BR>CFC-990 Flexible Cable<BR>2 x MCA-7 Mounting Clamps<BR>1-Year Warranty</SPAN>",1,31,FN-MS-11
"Aja Video Systems, Inc.",AJA Io 4K 10-bit 4K/UHD/3G/Dual-Link/HD/SD I/O via Thunderbolt 2,Io 4K,,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >AJA Io 4K I/O for Thunderbolt 2<BR>AC Adapter<BR>Limited 3-Year Warranty</SPAN>",1,2,AJA-Io 4K
GoPro,GoPro CHDHX-401 HERO4 Black,CHDHX-401,499.99,,,"Capturing 4K Ultra HD video and liquid-smooth slow motion at up to 240 frames per second,1 HERO4 Black delivers higher performance than any other GoPro.",###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >HERO4 Black Camera<BR>Standard Housing 131&rsquo;(40m)<BR>Skeleton Backdoor<BR>Rechargeable Battery<BR>Curved Adhesive Mount<BR>Flat Adhesive Mount<BR>Quick Release Buckles<BR>3-Way Pivot Arm (Mounting Hardware)<BR>USB Cable</SPAN>",1,1163,GOP-CHDHX-401
GoPro,GoPro CHDHY-401 HERO4 Silver,CHDHY-401,399.99,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,1,1163,GOP-CHDHY-401
G-Tech,G-Tech 0G03302 G-SPEED Studio (RAID) with Thunderbolt 2,0G03302,,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Up tp 700MB/s sustained transfer rates<BR>Thunderbolt 2 technology<BR>Hardware RAID 0, 1, 5 and 10<BR>Dual Thunderbolt 2 ports<BR>Enterprise Class hard drives</SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >G-SPEED Studio 4-Bay Storage System<BR>(4) Removable disk modules<BR>(1) Thunderbolt cable <BR>Power cable<BR>Quick Start Guide<BR>3-Year Limited Warranty<BR></SPAN>",1,269,GTC-0G03302
G-Tech,G-Tech 0G03298 G-SPEED Studio (RAID) with Thunderbolt 2,0G03298,,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Up tp 700MB/s sustained transfer rates<BR>Thunderbolt 2 technology<BR>Hardware RAID 0, 1, 5 and 10<BR>Dual Thunderbolt 2 ports<BR>Enterprise Class hard drives</SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >G-SPEED Studio 4-Bay Storage System<BR>(4) Removable disk modules<BR>(1) Thunderbolt cable <BR>Power cable<BR>Quick Start Guide<BR>3-Year Limited Warranty<BR></SPAN>",1,269,GTC-0G03298
G-Tech,G-Tech 0G03294 G-SPEED Studio (RAID) with Thunderbolt 2,0G03294,,,,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Up tp 700MB/s sustained transfer rates<BR>Thunderbolt 2 technology<BR>Hardware RAID 0, 1, 5 and 10<BR>Dual Thunderbolt 2 ports<BR>Enterprise Class hard drives</SPAN>",###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >G-SPEED Studio 4-Bay Storage System<BR>(4) Removable disk modules<BR>(1) Thunderbolt cable <BR>Power cable<BR>Quick Start Guide<BR>3-Year Limited Warranty<BR></SPAN>",1,269,GTC-0G03294
G-Tech,G-Tech 0G03040 G-DRIVE mobile USB 3.0 with Thunderbolt,0G03040,,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >G-DRIVE mobile <BR>USB 3.0 Cable (compatible with USB 2.0)<BR>Thunderbolt Cable<BR>Quick Start Guide</SPAN>",1,269,GTC-0G03040
G-Tech,G-Tech 0G02919 G-DRIVE (Gen 6) Professional Hard Drive,0G02919,,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >G-DRIVE hard drive<BR>Universal AC Power Supply<BR>(1) USB Cable (USB 3.0/2.0)<BR>(1) FireWire&reg; Cable (FW 800)<BR>(1) eSATA cable<BR>Quick Start Guide<BR>3-year limited warranty</SPAN>",1,269,GTC-0G02919
G-Tech,G-Tech 0G02923 G-DRIVE (Gen 6) Professional Hard Drive,0G02923,,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >G-DRIVE hard drive<BR>Universal AC Power Supply<BR>(1) USB Cable (USB 3.0/2.0)<BR>(1) FireWire&reg; Cable (FW 800)<BR>(1) eSATA cable<BR>Quick Start Guide<BR>3-year limited warranty</SPAN>",1,269,GTC-0G02923
G-Tech,G-Tech 0G02927 G-DRIVE (Gen 6) Professional Hard Drive,0G02927,,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >G-DRIVE hard drive<BR>Universal AC Power Supply<BR>(1) USB Cable (USB 3.0/2.0)<BR>(1) FireWire&reg; Cable (FW 800)<BR>(1) eSATA cable<BR>Quick Start Guide<BR>3-year limited warranty</SPAN>",1,269,GTC-0G02927
G-Tech,G-Tech 0G03050 G-DRIVE with Thunderbolt Professional Hard Drive,0G03050,,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Capacity<BR>4TB<BR>Interface<BR>1x Thunderbolt, USB 3.0<BR>Disk<BR>Drive Speed - 7200RPM<BR>Compatibility<BR>Mac OS&reg; 10.7 +; Windows&reg; 8, 7 and Vista&reg;</SPAN>","<SPAN STYLE= """" >G-DRIVE with Thunderbolt External Hard Drive<BR>Universal AC Power Supply<BR>(1) Thunderbolt cable<BR>(1) USB Cable (USB 3.0/2.0)<BR>Quick Start Guide</SPAN>",1,269,GTC-0G03050
Litepanels,Litepanels 906-4030 Sola 4 Traveler Kit,906-4030,3740,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Sola 4 Daylight Fresnel<BR>4-Way (4-Leaf) Barndoor <BR>Manual Yoke<BR>Power Supply<BR>US &amp; EU Power Cord<BR>Trolley Case</SPAN>",1,89,BLP-906-4030
Litepanels,Litepanels 907-2001 Hilio D12 Daylight panel,907-2001,3000,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Hilio D12 Daylight fixture<BR>Manual Yoke<BR>Power Supply <BR>US &amp; EU Power Cord</SPAN>",1,89,BLP-907-2001
Litepanels,Litepanels 907-2003 Hilio T12 Tungsten panel,907-2003,3000,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,"<SPAN STYLE= """" >Hilio D12 Daylight fixture<BR>Manual Yoke<BR>Power Supply <BR>US &amp; EU Power Cord</SPAN>",1,89,BLP-907-2003
Litepanels,Litepanels 935-1003 Astra 1x1 Bi-Color panel,935-1003,1500,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >Astra 1x1 Bi-Color fixture<BR>Manual Yoke<BR>Power Supply  <BR>US &amp; EU Power Cords</SPAN>",1,89,BLP-935-1003
Litepanels,Litepanels 903-1063 1x1 LS Bi-Color panel,903-1063,1199,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >1x1 LS Bi-Color fixture (50&deg;)<BR>Manual Yoke<BR>Power Supply<BR>US &amp; EU Power Cords<BR>Power Supply Mounting Bracket</SPAN>",1,89,BLP-903-1063
Sony Electronics Inc,"Sony PXWX500 XDCAM XAVC and HD422 2/3"" CCD Shoulder-mount Memory Camcorder (Camera Body Only)",PXWX500,26910,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,1,1,SON-PXWX500
"Aja Video Systems, Inc.","AJA Hi5-4K 4K 4x 3G-SDI to 4K HDMI, also supports HD-SDI to HD HDMI",Hi5-4K,,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >AJA Hi5-4K 4K SDI to HDMI Converter<BR>DWP-U-R1 Worldwide Power Supply for AJA Mini-Converters<BR>MiniConfig Software Application<BR>USB Cable<BR>5-Year Limited Warranty</SPAN>",1,2,AJA-Hi5-4K
"Aja Video Systems, Inc.",AJA LUT-box In-line Color Transform,LUT-box,695,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >AJA LUT-box<BR>DWP-U-R1 Worldwide Power Supply for AJA Mini-Converters<BR>3.2 ft (1 m) HDMI Cable<BR>5-Year Limited Warranty<BR></SPAN>",1,2,AJA-LUT-box
"Aja Video Systems, Inc.",AJA HA5-Plus HDMI to 3G-SDI with DSLR format support,HA5-Plus,395,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,"<SPAN STYLE= """" >AJA HA5-Plus HDMI to 3G-SDI Mini-Converter<BR>DWP-U-R1 Worldwide Power Supply for AJA Mini-Converters<BR>5-Year Limited Warranty</SPAN>",1,2,AJA-HA5-Plus
Canon USA,Canon 0438C001 CINE-SERVO 50-1000MM T5.0-T8.9 EF,0438C001,78000,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,1,29,CA-0438C001
Canon USA,Canon 0438C002 CINE-SERVO 50-1000MM T5.0-T8.9 PL,0438C002,78000,,,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,###############################################################################################################################################################################################################################################################,,1,29,CA-0438C002
